sample_id,wpm,word_count,duration_sec,whisper_transcript,pitch_mean,pitch_variability,energy_mean,jitter,shimmer,spectral_centroid,tone_label,tone_score,filler_ratio
test_0273,157.14,22,8.4,"that's a key element of making that report card. So backing up from there, let's do the 2020 report card look life.",212.94,0.5448,0.085324,0.17411,0.248708,1661.86,ang,0.9733,0.0455
test_0274,197.48,47,14.28,"Well, it, again, it should have the two elements. We should go through these efficiency measures to start getting reductions. The less we emit, the less that sum will be of CO2 and therefore the less the temperature. But in some ways, the grade we get there.",208.5,0.4213,0.109461,0.165942,0.233704,1884.89,ang,0.7548,0.0
test_0275,181.64,31,10.24,"Doing things that don't get us all the way to the big reductions is only equally or maybe even slightly less important than the other, which is the peace of innovation.",205.41,0.3186,0.119443,0.10356,0.220481,1746.18,ang,0.8715,0.0
test_0276,185.95,30,9.68,"on these breakthroughs. These breakthroughs, we need to move those at full speed. And we can measure that in terms of companies, pilot projects, regulatory things that have been changed.",184.29,0.438,0.079294,0.126158,0.234449,1816.05,neu,0.9069,0.0
test_0277,212.16,57,16.12,"There's a lot of great books that I've been written about this, the Al Gore book, our choice, and the David McCuy book, the Stain of Lennard Group without the hot air. They really go through it and I think can create a framework that this can be discussed broadly because we need broad backing for this.",199.92,0.4789,0.106859,0.13946,0.226178,1707.78,ang,0.8908,0.0
test_0278,190.0,19,6.0,There's a lot that has to come together. So this is a wish. It's a very concrete wish that,200.41,0.4773,0.088317,0.148083,0.238872,1758.68,ang,0.9921,0.0526
test_0279,182.24,26,8.56,"we invent this technology. If you gave me only one wish for the next 50 years, I can pick whose president, I can pick a vaccine.",198.06,0.476,0.089157,0.195769,0.233246,1840.61,ang,0.9118,0.0
test_0280,201.92,21,6.24,"which is something I love, or I could pick that this thing that's half the cost with no CO2 gets invented.",196.49,0.4217,0.095897,0.113824,0.253783,1774.88,ang,0.9562,0.0
test_0281,212.6,36,10.16,"This is the wish I would pick. This is the one with the greatest impact. If we don't get this wish, the division between the people who think short term and long term will be terrible.",216.93,0.4533,0.111226,0.147931,0.224354,1723.92,ang,0.9216,0.0
test_0282,180.0,39,13.0,"between US and China, between poor countries and rich, and most of all, the lives of those two billion will be far worse. So what do we have to do? What am I appealing to you to step forward?",201.21,0.4268,0.086005,0.125771,0.219793,1745.51,ang,0.795,0.0256
test_0283,130.0,13,6.0,And so we're in a wonderful situation with electricity in the rich world.,207.49,0.4153,0.098077,0.128254,0.230352,1708.57,hap,0.7191,0.0769
test_0284,180.0,21,7.0,"and drive. We need to go from more research funding. You know, when countries get together at places like Copenhagen Nation,",202.4,0.3727,0.088447,0.13158,0.247381,1712.07,ang,0.9729,0.0952
test_0285,153.66,21,8.2,"just discussed the CO2, they should discuss this innovation agenda, and you'd be stunned at the ridiculously low levels of spending.",195.86,0.4529,0.091566,0.169871,0.250975,2031.93,ang,0.9642,0.0
test_0286,154.21,22,8.56,"on these innovative approaches. We do need the market incentives. CO2 tax, Kevin trades something that gets that price signal out there.",198.13,0.4797,0.093441,0.168394,0.239243,1918.95,ang,0.6717,0.0
test_0287,187.5,42,13.44,"We need to get the message out. We need to have this dialogue be more rational, more understandable dialogue, including the steps that the government takes. This is an important wish, but it is one I think we can achieve. Thank you.",196.97,0.4293,0.08365,0.173519,0.210239,1780.4,ang,0.9384,0.0
test_0288,120.0,10,5.0,"Thank you. I'm just to understand more about Terrapala, right?",204.5,0.8547,0.063726,0.371687,0.249706,1459.45,neu,0.7911,0.1
test_0289,255.0,17,4.0,"First of all, can you give a sense of what sort of scale of investment this is?",206.01,0.6317,0.09265,0.234992,0.246994,1642.18,neu,0.7125,0.0
test_0290,161.87,30,11.12,"Well, to actually do this software by the supercomputer, hire all the great scientists, which we've done, that's only tens of millions. And even once we test our materials out,",191.54,0.3773,0.098228,0.159832,0.209989,1808.96,ang,0.5843,0.0333
test_0291,193.1,28,8.7,"in a Russian reactor to make sure that our materials work properly, then you'll only be up in hundreds of millions. The toffing is building the pilot reactor.",176.47,0.4267,0.094968,0.14524,0.227115,1502.05,ang,0.4398,0.0
test_0292,166.67,25,9.0,"finding the several billion, finding the regulator, the location that will actually build the first one of these. Once you get the first one, build.",168.86,0.4064,0.108325,0.088555,0.196825,1528.56,neu,0.5553,0.04
test_0293,191.18,26,8.16,"if it works as advertised, then it's just clear as day because the economics, the energy density are so different than nuclear as we know it.",187.99,0.5547,0.09934,0.228828,0.242413,1733.67,neu,0.6177,0.0385
test_0294,202.19,43,12.76,"And so to understand it right, this involves building deep into the ground, almost like like a vertical kind of column of nuclear fuel of this sort of spent uranium. And then the process starts at the top and kind of works down.",167.4,0.6229,0.088954,0.226837,0.212005,1568.89,hap,0.459,0.093
test_0295,231.28,35,9.08,"That's right, today you're always refueling the reactor. So you have lots of people and lots of controls that can go wrong. That thing where you're opening it up and moving things in and out.",187.41,0.333,0.086122,0.111914,0.194495,1544.4,ang,0.4793,0.0571
test_0296,187.5,24,7.68,"That's not good. So if you have very cheap fuel, then you can put 60 years in, just think of it as a log.",204.39,0.4091,0.102448,0.167565,0.204259,1753.05,ang,0.9922,0.0417
test_0297,173.91,24,8.28,put it down and not have those same complexities. And it just sits there and burns for the 60 years and then it's done.,175.05,0.3732,0.09203,0.137984,0.218717,1821.07,ang,0.579,0.0
test_0298,180.0,12,4.0,It's a nuclear power plant that is its own waste disposal solution.,151.15,0.6977,0.103809,0.233252,0.233794,1657.74,neu,0.612,0.0
test_0299,194.24,36,11.12,"Yeah, well, what happens with the waste? You can let it sit there. There's a lot less waste under the approach. Then you can actually take that and put it into another one and burn that.",203.74,0.4783,0.09301,0.170858,0.194776,1581.02,ang,0.83,0.0278
test_0300,165.96,26,9.4,And we start out actually by taking the waste that exists today that's sitting in these cooling pools or dry casking by reactors. That's our fuel.,190.26,0.4358,0.084638,0.154003,0.230828,1680.56,ang,0.8773,0.0385
test_0301,169.01,24,8.52,"But as we make a cheaper and let's say let's go for making it twice as cheap, we need to mean a new constraint.",194.69,0.407,0.08375,0.18063,0.215435,1810.91,ang,0.9927,0.0
test_0302,215.16,35,9.76,"begin with, so the thing that's been a problem from those reactors is actually what gets fed into ours and you're reducing the volume of the waste quite dramatically as you're going through this process.",178.28,0.4092,0.111548,0.132755,0.210196,1579.99,ang,0.724,0.0571
test_0303,214.29,25,7.0,"I mean, you're talking to different people around the world about the possibilities here. Where is their most interest in actually doing something with this?",163.04,0.7455,0.102833,0.192355,0.20858,1356.28,neu,0.8883,0.04
test_0304,129.31,20,9.28,"Well, we haven't picked a particular place, but and there's all these interesting disclosure rules about anything that's called nuclear.",197.15,0.5196,0.09131,0.167537,0.195657,1555.24,hap,0.4834,0.0
test_0305,212.86,32,9.02,"So we've got a lot of interest that people from the company have been in Russia and India, China. I've been back seeing the Secretary of Energy here talking about how this...",166.4,0.3485,0.093166,0.10102,0.197113,1533.38,ang,0.5658,0.0312
test_0306,171.59,31,10.84,fits into the energy agenda. So I'm optimistic. You know the branch in Japanese have done some work. This is a variant on something that has been done. It's an important...,177.81,0.3197,0.082503,0.108421,0.214269,1695.23,neu,0.4803,0.0645
test_0307,220.0,33,9.0,advanced but it's like a fast reactor and a lot of countries have built them. So anybody who's not a fast reactor is a candidate to be where the first one gets built.,175.99,0.4614,0.097145,0.147911,0.229095,1554.44,ang,0.8979,0.0606
test_0308,125.7,15,7.16,"So in your mind, time scale and likelihood of actually taking certain like this life.",176.14,0.8115,0.084776,0.256421,0.224165,1528.33,neu,0.5122,0.2
test_0309,153.19,24,9.4,high-scale electrical generation things that's very cheap. We have 20 years to invent and then 20 years to deploy. That's sort of the deadline.,174.0,0.399,0.088763,0.128885,0.216779,1628.87,ang,0.9361,0.0
test_0310,118.9,13,6.56,And that constraint has to do with CO2. CO2 is warming the planet.,182.37,0.3059,0.08809,0.126947,0.2343,1969.2,ang,0.7476,0.0
test_0311,143.18,21,8.8,"that the environmental models have shown us that we have to meet. And, you know, tear power, if things go well.",169.13,0.4064,0.08644,0.165831,0.219783,1507.6,ang,0.5848,0.0476
test_0312,176.92,23,7.8,"which is wishing for a lot could easily meet that. And there are, fortunately now, dozens of companies we need to be hungry.",185.98,0.4354,0.10064,0.118211,0.213162,1588.31,ang,0.6861,0.0
test_0313,192.42,44,13.72,"who likewise, if their science goes well, if the funding for their pilot plans goes well, that they can compete for this. And it's best if multiple succeed, because then you can use a mix of these things. We certainly need one to succeed.",188.79,0.3873,0.082951,0.140009,0.234261,1827.55,ang,0.9206,0.0
test_0314,222.22,20,5.4,"I mean, in terms of big scale, possible game changes, this is the biggest that you're aware of out there.",143.48,0.7038,0.111389,0.252044,0.215281,1447.3,neu,0.8999,0.0
test_0315,165.96,26,9.4,"An energy breakthrough is the most important thing. It would have been even without the environmental constraint, but the environmental constraint just makes it so much.",204.48,0.3278,0.117242,0.094134,0.194229,1774.72,ang,0.9415,0.0385
test_0316,189.56,23,7.28,"much greater. In the nuclear space, there are other random Vaders. We don't know their work as well as we know this one.",188.62,0.4731,0.114628,0.168132,0.188393,1500.23,hap,0.4163,0.0
test_0317,176.02,23,7.84,"The modular people, that's a different approach. There's a liquid type reactor, which seems a little hard, but maybe they say about us.",174.83,0.4407,0.092956,0.1024,0.238061,1512.21,neu,0.3801,0.0
test_0318,185.02,28,9.08,"And so there are different ones, but the beauty of this is a molecule uranium has a million times as much energy as a molecule of, say, coal.",193.0,0.4394,0.119727,0.117057,0.215272,1547.6,ang,0.5126,0.0357
test_0319,133.33,20,9.0,And the equation on CO2 is actually a very straightforward one. If you sum up the CO2 that gets emitted.,199.64,0.4098,0.118384,0.169625,0.220629,1619.45,ang,0.7654,0.05
test_0320,163.72,37,13.56,"And so if you can deal with the negatives, which are essentially the radiation, the footprint and cost, the potential in terms of effect on land and various things is in almost an class of its own.",206.48,0.5356,0.093319,0.225185,0.223594,1806.34,ang,0.9111,0.027
test_0321,189.87,20,6.32,Then what? Do we have to start taking emergency measures to try and keep the temperature of the earth stable?,151.85,0.7951,0.087213,0.297703,0.230763,1512.24,neu,0.9847,0.0
test_0322,187.5,33,10.56,you've been overeating and you're about to have a heart attack. Then where do you go? You may need heart surgery or something. There is a line of research on what's called geoengineering.,165.48,0.3839,0.082001,0.10838,0.19332,1506.36,neu,0.5317,0.0
test_0323,200.0,20,6.0,which are various techniques that would delay the heating to bias 20 or 30 years to get our act together.,184.0,0.5592,0.104802,0.217487,0.181572,1690.69,ang,0.9975,0.0
test_0324,165.79,21,7.6,That leads to a temperature increase. And that temperature increase leads to some very negative effects. The effects on the weather.,193.4,0.4808,0.081155,0.191101,0.22949,1970.3,ang,0.9317,0.0
test_0325,263.74,32,7.28,Now you hope that's just an insurance policy. You hope you don't need to do that. Some people say you shouldn't even work on the insurance policy because it might make you...,198.46,0.4317,0.09975,0.144935,0.220885,1665.43,ang,0.8226,0.0
test_0326,223.65,29,7.78,lazy that you'll keep eating because you know heart surgery will be there to save you. I'm not sure that's why it's given the importance of the problem. But...,182.89,0.4751,0.077371,0.229248,0.223592,1549.91,ang,0.9581,0.0345
test_0327,164.77,29,10.56,There's now that the geoengineering discussion about should that be in the back pocket in key things happen faster or this innovation goes a lot slower than we expect.,194.46,0.4416,0.095832,0.173071,0.226882,1806.36,ang,0.9442,0.0
test_0328,11.9,2,10.08,surgeries auferyn.,158.78,0.7385,0.054279,0.240022,0.239364,1690.08,ang,0.3099,0.0
test_0329,160.11,19,7.12,"Well, unfortunately, the skeptics come in different camps. I mean, the ones who make scientific arguments are very few.",207.98,0.4018,0.108879,0.143685,0.210591,1677.91,ang,0.8822,0.0
test_0330,217.67,46,12.68,"You know, are they saying that there's negative feedback effects that have to do with clouds that offset things? They're very, very few things that they can even say, you know, there's a chance and a million of those things. The main problem you have here.",183.97,0.4469,0.102367,0.193106,0.207736,1633.94,ang,0.9364,0.0435
test_0331,208.49,36,10.36,"It's kind of like AIDS that you make them a state now and you pay for it a lot later. And so when you have those sorts of urgent problems, the idea of taking pain now.",199.86,0.3762,0.110046,0.151234,0.204116,1644.18,ang,0.9883,0.0556
test_0332,198.8,22,6.64,"that has to do with the gain later, and is someone on certain painting. In fact, the IPCC report, you know that.",199.18,0.3765,0.086084,0.123848,0.220343,1671.26,ang,0.9754,0.0455
test_0333,146.67,22,9.0,Perhaps worse the indirect effects in that the natural ecosystems can't adjust to these rapid changes and so you get ecosystem collapses,188.02,0.527,0.090234,0.182349,0.254325,1807.06,neu,0.687,0.0455
test_0334,181.32,33,10.92,"That's not necessarily the worst case. And there are people in the ritual to look at IPCC and say, OK, that isn't that big of deal. The fact is it's that uncertain part.",203.16,0.4307,0.091606,0.189787,0.235738,1741.96,ang,0.7473,0.0
test_0335,200.0,28,8.4,"that should move us towards this. But my dream here is that if you can make it economic and meet the CO2 constraint, then the skeptics say, OK.",212.64,0.4177,0.118667,0.150405,0.204745,1794.62,ang,0.966,0.0
test_0336,334.62,29,5.2,I don't care that it doesn't put out here. Do I kind of wish it did put out here too? But I guess I'll accept it because it's cheaper.,220.23,0.5008,0.100454,0.176636,0.241934,1643.35,ang,0.9684,0.0
test_0337,250.0,75,18.0,"And so that would be your response to the, the Bjorn Lomborg argument that basically if you, if you spend all this energy trying to solve the CO2 problem, it's going to take away all your other goals of trying to rid the world of poverty and malaria and stuff like that. It's a, it's a stupid waste of the Earth's resources to put money towards that when there are better things we can do.",168.35,0.7569,0.08651,0.279217,0.210478,1524.02,neu,0.4744,0.04
test_0338,207.69,45,13.0,"Yeah, well, the actual spending on the R&D piece, you know, say the U.S. should spend 10 billion to your more than it is right now. It's not that dramatic. It shouldn't take away from other things. The thing you get into big money on.",189.86,0.4246,0.084586,0.149443,0.20529,1645.37,ang,0.9194,0.0444
test_0339,222.53,54,14.56,and this reasonable people can disagree is when you have something that's not economic and you're trying to fund that. That to me mostly is waste and less you're very close and you're just funding the learning curve and it's going to get very cheap. I believe we should try it in a more.,204.07,0.3454,0.071638,0.134956,0.213755,1664.97,ang,0.8231,0.0
test_0340,180.0,15,5.0,Now the exact amount of how you map from a certain increase in of CO2.,201.49,0.4059,0.095964,0.100082,0.193254,1714.64,ang,0.6208,0.0
test_0341,200.0,22,6.6,things that have a potential to be far less expensive. If the tradeoff you get into is let's make energy super super.,213.16,0.3911,0.07561,0.116155,0.212759,1857.53,ang,0.9426,0.0
test_0342,201.03,26,7.76,"Expensive, then the rich can afford that. I mean all of us here could pay five times as much for energy and not change our lifestyle.",209.36,0.4755,0.097357,0.192891,0.215524,1645.94,ang,0.8424,0.0
test_0343,156.25,20,7.68,"The disaster is for that to billion. And even at Womborc house changed, his stigma is why isn't the R&D.",187.59,0.3826,0.108729,0.122721,0.207777,1771.66,ang,0.9539,0.0
test_0344,176.86,27,9.16,"getting more discussed. He's still because it is earlier stuff sort of associated with the skeptic camp, but he's realized that's a pretty lonely camp. And so...",201.38,0.5727,0.095103,0.238704,0.229884,1770.42,ang,0.903,0.037
test_0345,168.75,27,9.6,"He's making the R&D point and so there is a threat of something that I think is appropriate. The R&D piece, it's crazy how little it's funded.",174.23,0.467,0.085058,0.13953,0.222121,1518.66,neu,0.5915,0.037
test_0346,240.0,24,6.0,"Well, I suspect I speak on behalf of most people here to say, I really hope your wish comes true. Thank you so much.",172.38,0.8348,0.081333,0.279024,0.215708,1433.46,neu,0.5903,0.0417
test_0347,191.49,36,11.28,"to what temperature will be and where the positive feedbacks are. There's some uncertainty there, but not very much. And there's certainly uncertainty about how bad those effects will be, but they will be extremely bad.",192.66,0.4754,0.101106,0.182708,0.221315,1540.25,ang,0.8279,0.0
test_0348,150.0,9,3.6,I'm going to talk today about energy and climate.,173.2,0.3384,0.093325,0.085421,0.21699,1675.98,ang,0.8136,0.0
test_0349,210.43,39,11.12,"I asked the top scientists in the several times, do we really have to get down to near zero? Can't we just cut it in half or a quarter? The answer is that until we get near to zero.",196.97,0.4406,0.079176,0.130875,0.195691,1750.32,ang,0.9442,0.0
test_0350,194.81,50,15.4,"the temperature will continue to rise. And so that's a big challenge. It's very different than saying, you know, we're a 12 foot high truck trying to get under a 10 foot bridge. And we can just sort of squeeze under. This is something that has to get to zero.",189.66,0.4482,0.107749,0.168542,0.229504,1751.47,ang,0.9433,0.04
test_0351,145.95,18,7.4,Now we put out a lot of carbon dioxide every year over 26 billion tons for each American.,203.66,0.5003,0.109281,0.193254,0.189905,1642.78,ang,0.9551,0.0
test_0352,173.08,39,13.52,It's about 20 tons for people in poor countries that's less than one ton. It's an average about five tons for everyone on the planet. And somehow we have to make changes that will bring that down to zero.,190.07,0.4513,0.101206,0.145694,0.218128,1768.8,ang,0.9136,0.0
test_0353,168.07,40,14.28,It's been constantly going up. It's only very a economic change instead of even flattened it at all. So we have to go from rapidly rising to falling and falling all the way to zero. This equation has four factors.,191.82,0.4528,0.09189,0.139767,0.217793,1633.89,ang,0.4358,0.025
test_0354,240.0,32,8.0,a little bit of multiplication. So you've got a thing on the left CO2 that you want to get to zero. And that's going to be based on the number of people.,190.05,0.435,0.097698,0.166328,0.209139,1639.13,ang,0.6246,0.0312
test_0355,150.0,20,8.0,"The services each person choosing on average, the energy on average for each service, and the CO2 being put out.",189.27,0.2485,0.086963,0.09975,0.205411,2120.26,ang,0.8295,0.0
test_0356,215.09,38,10.6,a per unit of energy. So let's look at each one of these and see how we can get this down to zero. Probably one of these numbers is going to have to get pretty near to zero.,207.42,0.5335,0.098753,0.16038,0.205912,1851.09,ang,0.9414,0.0263
test_0357,149.07,16,6.44,"Now that's back from high school algebra, but let's take a look. First we've got population.",218.45,0.5248,0.086093,0.256356,0.259804,1761.46,hap,0.7112,0.0
test_0358,169.97,40,14.12,"And that might seem a bit surprising because my full time work at the foundation is mostly about vaccines and seeds, about the things that we need to invent and deliver to help the poorest two billion live better life.",190.61,0.3581,0.082889,0.129668,0.213691,1747.05,ang,0.9552,0.0
test_0359,168.0,28,10.0,"Now the world today has 6.8 billion people. That's headed up to about 9 billion. Now if we do a really great job on new vaccines, health care.",193.39,0.3854,0.111111,0.122841,0.210681,1594.75,ang,0.8517,0.0
test_0360,155.94,21,8.08,"reproductive health services, we could lower that by perhaps 10 or 15%. But there we see an increase of about 1.3.",194.87,0.4818,0.111213,0.163431,0.242783,1710.48,ang,0.8691,0.0
test_0361,153.06,15,5.88,"The second factor is the services we use. This encompasses everything, the food we eat.",200.67,0.3967,0.076057,0.128499,0.229247,2045.12,neu,0.6152,0.0
test_0362,130.23,27,12.44,"clothing, TV, heating. These are very good things. Getting rid of poverty means providing these services to almost everyone on the planet. And it's a great thing.",188.21,0.3205,0.090317,0.123854,0.200987,1850.74,ang,0.9747,0.0
test_0363,205.26,26,7.6,"for this number to go up. In the rich world, perhaps the top one billion, we probably could cut back and use less. But every year...",206.66,0.4626,0.120076,0.197498,0.231267,1580.56,ang,0.9853,0.0
test_0364,159.42,22,8.28,"this number on average is going to go up. And so overall, that will more than double. The services delivered per person.",186.76,0.3487,0.104355,0.148521,0.189413,1631.81,ang,0.8067,0.0455
test_0365,222.43,39,10.52,"Here we have a very basic service. Do you have lighting in your house to be able to read your homework? And in fact, these kids don't. So they're going out and reading their schoolwork under the street lab.",199.58,0.4063,0.087809,0.175581,0.207625,1778.45,ang,0.7228,0.0256
test_0366,162.92,29,10.68,"Now, efficiency, E, the energy-freege service, here finally we have some good news. We have something that's not going up through various inventions and new ways of doing lighting.",210.45,0.3793,0.098191,0.127957,0.213715,1852.25,ang,0.8791,0.0
test_0367,145.83,28,11.52,"through different types of cars, different ways of building buildings. There are a lot of services where you can bring the energy for that service down quite substantially.",192.34,0.3995,0.111005,0.140591,0.208035,1808.86,ang,0.7164,0.0
test_0368,143.18,21,8.8,"But energy and climate are extremely important to these people. In fact, more important than to anyone else on the planet.",195.5,0.3899,0.084315,0.117355,0.213962,1583.53,ang,0.8972,0.0
test_0369,177.7,34,11.48,"Some individual services even bring it down by 90%. There are other services like how we make for a laser, how we do our transport, where the rooms for improvement are far, far left.",198.99,0.4652,0.101138,0.163743,0.203642,1738.66,ang,0.5343,0.0294
test_0370,160.0,24,9.0,"And so overall here, if we're optimistic, we may get a reduction of a factor of three to even perhaps a factor of set.",215.3,0.4582,0.094776,0.154736,0.21395,1735.23,ang,0.8822,0.0417
test_0371,182.81,39,12.8,"But for these first three factors now, we've gone from 26 billion to it best, maybe 13 billion tons. And that just won't cut it. So let's look at this fourth factor. This is gonna be a key one.",204.45,0.4081,0.091554,0.145907,0.240385,1895.5,ang,0.9452,0.0256
test_0372,155.17,30,11.6,"And this is the amount of CO2 put out for each unit of energy. And so the question is, can you actually get that to zero? If you burn coal,",198.29,0.3757,0.083066,0.155018,0.22486,1779.58,ang,0.7487,0.0667
test_0373,164.27,38,13.88,"No, if you burn that to a gas now, almost every way, we make electricity today, except for the emerging renewables and nuclear puts out CO2. And so we're going to have to do it a global scale.",195.87,0.4667,0.087973,0.159226,0.226946,1545.82,hap,0.4359,0.0263
test_0374,171.43,24,8.4,"is create a new system. And so we need energy miracles. Now when I use the term miracle, I don't mean something that's impossible.",209.87,0.4309,0.081261,0.107592,0.19278,1994.07,ang,0.9228,0.0417
test_0375,154.87,35,13.56,"the micro-processors of miracle, the personal computers of miracle, the internet, and its services are a miracle. So the people here have participated in the creation of many miracles. Usually we don't have a deadline.",214.72,0.4966,0.082804,0.200061,0.208766,1753.49,ang,0.8521,0.0286
test_0376,193.68,47,14.56,"where you have to get the miracle by a certain date. Usually you just kind of stand by and some come along, some don't. This is a case where we actually have to drive it full speed and get a miracle in a pretty tight time life.",192.81,0.3153,0.085487,0.132889,0.232337,1718.63,ang,0.9427,0.0213
test_0377,158.59,24,9.08,"Now I thought, how could I really capture this? Is there some kind of natural illustration, some demonstration that would grab people's imagination here?",182.19,0.2904,0.083009,0.09935,0.219391,1790.98,ang,0.8141,0.0
test_0378,147.78,20,8.12,"The climate getting worse means that many years their crops won't grow. There'll be too much rain, not enough rain.",202.9,0.4344,0.110611,0.15626,0.210746,1757.78,ang,0.9731,0.0
test_0379,151.9,16,6.32,I thought back to a year ago when I brought mosquitoes and somehow people enjoyed that.,214.37,0.4264,0.085094,0.176276,0.204647,1622.51,ang,0.9886,0.0
test_0380,157.19,35,13.36,"It really got them involved in the idea of, you know, there are people who live in the skydows. So with energy, I like to come up with, is this. I decided that releasing fireflies.",190.31,0.4201,0.096212,0.151654,0.209557,1705.78,ang,0.6957,0.0857
test_0381,181.32,33,10.92,"would be my contribution to the environment here this year. So here we have something to apply for. I'm told they don't bite, in fact, they might even not even leave that jar.",183.68,0.5107,0.085699,0.156623,0.200454,1499.32,ang,0.5703,0.0303
test_0382,148.9,27,10.88,"Now there's all sorts of gimmicky solutions like that one, but they don't really add up to much. We need solutions, either one or several that have...",199.69,0.4407,0.085363,0.156253,0.205222,1818.19,ang,0.9158,0.037
test_0383,109.62,19,10.4,"unbelievable scale and unbelievable reliability. And although there's many directions or people seeking, I really only see five that...",207.95,0.4206,0.102154,0.146128,0.178514,1744.34,ang,0.8817,0.0
test_0384,172.13,35,12.2,"can achieve the big numbers. I've left out tied, geothermal, fusion, biofuels. Those may make some contribution, and if they can do better than I expect, so much the better. But my key point here.",187.26,0.3798,0.105177,0.141599,0.227115,1788.22,ang,0.8585,0.0286
test_0385,201.39,29,8.64,is that we're going to have to work on each of these five. And we can't give up any of them because they looked on team because they all.,201.72,0.3919,0.104286,0.117952,0.197363,1601.37,ang,0.9554,0.0
test_0386,155.84,24,9.24,"have significant challenges. Let's look first at the burning possible fuels, either burning coal or burning natural gas. What you need to do there.",187.86,0.4712,0.101766,0.184829,0.214257,1782.9,ang,0.5467,0.0
test_0387,193.22,38,11.8,"It seems like it might be simple, but it's not. And that's to take all the CO2 after you burn it, going out the flu, pressurize it, create a liquid, put it somewhere, and hope it stays there.",207.84,0.5409,0.09794,0.167841,0.240207,1702.9,ang,0.6328,0.0263
test_0388,181.68,39,12.88,"Now we have some pilot things that do this at the 60 to 80 percent level, but getting up to that full percentage, that will be very tricky. And a green arm wear these CO2s quantity should be put.",205.33,0.4265,0.08201,0.117789,0.215667,1887.38,ang,0.9152,0.0
test_0389,200.64,21,6.28,"will be hard, but the toughest one here is this long-term issue. Who's going to be sure who's going to guarantee?",207.44,0.4141,0.108375,0.139614,0.219619,1747.85,ang,0.9629,0.0
test_0390,176.84,28,9.5,something that is literally billions of times larger than any type of waste you think of in terms of nuclear other things. This is a lot of oil.,174.12,0.2809,0.09414,0.101262,0.210809,1601.4,ang,0.6943,0.0357
test_0391,134.77,23,10.24,"So that's a top one. Next it'd be nuclear. It also has three big problems. Costs, particularly in highly regulated countries, is high.",193.44,0.3766,0.079816,0.141528,0.218893,1939.88,ang,0.7279,0.0435
test_0392,171.43,24,8.4,"The issue of the safety really feeling good about nothing can go wrong, that even though you have these human operators, that the fuel.",172.53,0.2572,0.102981,0.093627,0.211157,1695.31,ang,0.7789,0.0
test_0393,197.05,49,14.92,"doesn't get used for weapons, and then what do you do with the waste? Although it's not very large, there are a lot of concerns about that. People need to feel good about it. So three very tough problems that might be solvable and so should be worked on.",192.02,0.4165,0.102788,0.159689,0.223235,1706.73,ang,0.9305,0.0408
test_0394,176.02,23,7.84,The last three of the five I've grouped together. These are what people often refer to as the renewable sources. And they actually...,217.27,0.4176,0.112309,0.150844,0.207771,1840.0,ang,0.7265,0.0435
test_0395,137.14,16,7.0,"although it's great they don't quite fuel, they have some disadvantages. One is that the density",216.87,0.4334,0.113877,0.171277,0.212607,1966.88,ang,0.7898,0.0
test_0396,145.71,34,14.0,"Things will change in ways that their fragile environment simply can't support. And that leads to starvation, that leads to uncertainty, it leads to unrest. So the climate changes will be terrible for them.",184.66,0.4201,0.072789,0.182024,0.22299,1871.12,neu,0.3783,0.0294
test_0397,160.0,16,6.0,Energy gather in these technologies is dramatically less than a power plant. This is energy farming.,199.0,0.4439,0.099959,0.150842,0.21286,1748.42,ang,0.5026,0.0
test_0398,161.87,30,11.12,"So you're talking about many square miles, thousands of times more area than you think of this a normal energy plant. Also these are intermittent sources. The sun doesn't shine.",195.5,0.4112,0.104529,0.163049,0.200312,1846.29,ang,0.7392,0.0333
test_0400,176.47,24,8.16,You have to have some way of getting energy during those time periods that it's not available. So we've got big cost challenges here.,193.46,0.3844,0.1009,0.155269,0.214222,1852.22,ang,0.9473,0.0417
test_0401,162.86,38,14.0,"We have transmission challenges, for example, save this energy sources outside your country. You not only need the technology, but you have to deal with the risk of the energy coming from elsewhere. And finally, this storage problem.",191.52,0.4333,0.098459,0.14091,0.220553,1783.21,ang,0.587,0.0
test_0402,171.59,31,10.84,"And to dimensionize this, I went through and looked at all the types of batteries that get made for cars, for computers, for phones, for flashlights for everything, and compared that.",205.23,0.4222,0.106268,0.159226,0.214731,1746.76,ang,0.5157,0.0
test_0403,184.09,27,8.8,to the amount of electrical energy the world uses. And what I found is that all the batteries we make now could store less than 10 minutes.,208.59,0.4648,0.110897,0.170798,0.187766,1725.94,ang,0.8626,0.0
test_0404,162.86,19,7.0,"of all the energy. And so in fact, we need a big breakthrough here, something that's going to be.",205.25,0.4026,0.088982,0.134477,0.207521,1739.01,ang,0.9623,0.0526
test_0405,169.97,40,14.12,"a factor of 100 better than the approaches we have now. It's not impossible, but it's not a very easy thing. Now this shows up when you try to get the intermittent source to be above say 20 to 30%.",206.93,0.3911,0.083709,0.125129,0.234297,1708.19,ang,0.9832,0.0
test_0406,144.0,18,7.5,of what you're using. If you're counting on it for 100% you need a an incredible miracle battery.,181.69,0.3555,0.099846,0.107875,0.210505,1519.99,ang,0.9313,0.0
test_0407,189.43,43,13.62,"Also, the price of energy is very important to them. In fact, if you could pick just one thing to lower the price of to reduce poverty by far you would pick energy. Now the price of energy has come down over time.",203.93,0.4137,0.07655,0.139375,0.223989,1606.11,ang,0.973,0.0
